function,ncalls,tottime,cumtime
_bsplines.py:255:construct_fast,1,3.7080000000000003e-06,4.3750000000000005e-06
_bsplines.py:21:_get_dtype,3,1.2510000000000002e-06,5.625e-06
_bsplines.py:1051:_process_deriv_spec,2,1.415e-06,4.833e-06
~:0:<built-in method scipy.interpolate._dierckx.evaluate_spline>,1,0.00029850000000000005,0.00029850000000000005
~:0:<built-in method scipy.interpolate._dierckx._coloc>,1,0.00038408400000000003,0.00038408400000000003
_polyint.py:60:__call__,1,3.417e-06,0.00039291600000000004
_polyint.py:53:__init__,1,2.2920000000000002e-06,1.9583000000000002e-05
_polyint.py:91:_prepare_x,1,2.1240000000000003e-06,5.0041000000000004e-05
_polyint.py:116:_set_yi,1,5.874e-06,1.7291e-05
_polyint.py:97:_finish_y,1,6.25e-07,1.0000000000000002e-06
_polyint.py:108:_reshape_yi,1,3.5000000000000004e-06,2.5125e-05
_polyint.py:136:_set_dtype,1,1.7920000000000002e-06,1.1125000000000001e-05
blas.py:270:find_best_blas_type,1,4.916e-06,6.375000000000001e-06
blas.py:337:_get_funcs,1,9.166e-06,1.6542000000000002e-05
_util.py:410:_asarray_validated,1,4.415e-06,4.7625000000000006e-05
_pocketfft.py:58:_raw_fft,7,0.009236162000000001,0.00924025
utils.py:15:extirpolate,3,0.001156996,0.0020836260000000003
core.py:162:_validate_frequency,1,9.59e-07,1.584e-06
main.py:109:lombscargle,1,1.7084e-05,0.005501458000000001
core.py:106:__init__,1,5.543e-06,3.0500000000000003e-05
core.py:142:_validate_inputs,1,3.958e-06,1.6166e-05
utils.py:82:trig_sum,3,0.000738791,0.004713833000000001
_interpolate.py:282:__init__,1,5.5042000000000006e-05,0.004815084000000001
_interpolate.py:151:_check_broadcast_up_to,1,2.8330000000000002e-06,3.5830000000000003e-06
_interpolate.py:434:fill_value,1,6.2930000000000006e-06,1.2167e-05
_interpolate.py:559:_check_bounds,1,1.4958000000000001e-05,2.175e-05
base_flare_detector.py:218:reestimate_errors,1,0.011594376,0.125797833
base_flare_detector.py:196:detrend_flux,1,0.000169375,0.01301625
base_flare_detector.py:459:flare_energy,1,7.08e-07,7.92e-07
base_flare_detector.py:185:lowpass,2,0.00016846000000000002,0.007638750000000001
base_flare_detector.py:437:_get_star_intensity_ratio,1,8.292000000000001e-06,3.3917e-05
base_flare_detector.py:506:rotation_period,1,2.854e-05,0.005591583000000001
base_flare_detector.py:315:flaredetect_check,1,5.335000000000001e-06,6.584000000000001e-06
base_flare_detector.py:253:flaredetect,1,3.4665e-05,0.001310917
base_flare_detector.py:162:apply_gap_correction,1,0.00041825200000000003,0.000656584
base_flare_detector.py:474:flux_diff,1,5.792000000000001e-06,0.001904042
parse.py:469:urlsplit,2,1.2249e-05,1.8583e-05
parse.py:421:_checknetloc,2,4.99e-07,4.99e-07
_methods.py:220:_std,15307,0.013287457,0.105655275
numeric.py:1420:normalize_axis_tuple,4,1.025e-05,1.3876e-05
numeric.py:2373:isclose,2,7.562600000000001e-05,0.000135167
