function,ncalls,tottime,cumtime
base_flare_detector.py:410:calculate_precise_obs_time,1,1.0333000000000001e-05,3.2834000000000004e-05
base_flare_detector.py:386:planck,2,1.8083e-05,1.8083e-05
base_flare_detector.py:476:remove,1,4.2000000000000006e-08,4.2000000000000006e-08
base_flare_detector.py:414:<genexpr>,2,1.5830000000000001e-06,1.5830000000000001e-06
core.py:187:_power_unit,1,9.160000000000001e-07,2.166e-06
_pocketfft.py:108:_swap_direction,2,5.000000000000001e-07,5.000000000000001e-07
_pocketfft.py:116:_fft_dispatcher,4,2.92e-07,2.92e-07
_pocketfft.py:120:fft,2,3.7080000000000003e-06,0.003216291
_pocketfft.py:219:ifft,2,1.7920000000000002e-06,0.003126167
main.py:52:_get_frequency_grid,1,1.6260000000000002e-06,5.6042e-05
core.py:15:has_units,8,2.4570000000000004e-06,3.999e-06
main.py:40:_is_regular,3,6.96e-06,0.000206459
main.py:31:available_methods,2,1.291e-06,1.5830000000000001e-06
core.py:152:<genexpr>,4,7.335e-06,8.959e-06
core.py:24:<lambda>,8,1.46e-06,2.043e-06
core.py:329:power,2,2.8415e-05,1.5707314170000002
main.py:78:validate_method,2,4.791e-06,0.00015879200000000002
core.py:23:strip_units,4,2.252e-06,3.3760000000000004e-06
_interpolate.py:167:_do_extrapolate,1,2.08e-07,6.25e-07
_interpolate.py:544:_evaluate,1,7.209000000000001e-06,0.00033625
_interpolate.py:536:_call_spline,1,2.0000000000000003e-06,0.0003125
_sparse.py:10:issparse,1,6.25e-07,3.7791000000000005e-05
lapack.py:927:get_lapack_funcs,1,3.3750000000000003e-06,2.2792e-05
_util.py:1032:normalize_axis_index,1,3.34e-07,3.34e-07
blas.py:395:getter,1,3.958e-06,2.7167000000000003e-05
_bsplines.py:1040:_convert_string_aliases,2,6.67e-07,9.58e-07
_bsplines.py:21:_get_dtype,3,1.25e-06,6e-06
_bsplines.py:1051:_process_deriv_spec,2,1.333e-06,5.167000000000001e-06
_bsplines.py:541:_ensure_c_contiguous,1,5.830000000000001e-07,5.830000000000001e-07
_bsplines.py:255:construct_fast,1,3e-06,4.542e-06
_bsplines.py:29:_as_float_array,3,3.875e-06,1.5625e-05
_bsplines.py:1013:_not_a_knot,1,7.084e-06,3.4500000000000005e-05
_bsplines.py:1591:<genexpr>,1,1.0840000000000001e-06,1.0840000000000001e-06
_bsplines.py:1594:<genexpr>,1,4.16e-07,4.16e-07
~:0:<built-in method scipy.interpolate._dierckx.evaluate_spline>,1,0.00030366700000000003,0.00030366700000000003
~:0:<built-in method scipy.interpolate._dierckx._coloc>,1,0.00046175000000000003,0.00046175000000000003
_polyint.py:53:__init__,1,2.8330000000000002e-06,1.45e-05
_polyint.py:91:_prepare_x,1,1.9590000000000002e-06,4.6750000000000005e-05
_polyint.py:60:__call__,1,3.1660000000000003e-06,0.00038712500000000005
blas.py:270:find_best_blas_type,1,5.127e-06,6.959000000000001e-06
blas.py:337:_get_funcs,1,9.874e-06,1.9125e-05
_bsplines.py:473:__call__,1,4.332e-06,0.0003105
_bsplines.py:1369:make_interp_spline,1,0.001151748,0.001746291
_polyint.py:116:_set_yi,1,3.208e-06,1.1667e-05
_polyint.py:97:_finish_y,1,6.26e-07,9.59e-07
_polyint.py:108:_reshape_yi,1,2.999e-06,1.9833e-05
_polyint.py:136:_set_dtype,1,1.916e-06,8.25e-06
core.py:162:_validate_frequency,2,1.333e-06,2.666e-06
_interpolate.py:151:_check_broadcast_up_to,1,2.167e-06,2.7500000000000004e-06
_interpolate.py:434:fill_value,1,4.4990000000000005e-06,8.417000000000001e-06
base_flare_detector.py:480:process_data,1,0.000138703,1.8157133330000002
base_flare_detector.py:214:reestimate_errors,1,0.020503381,0.232527792
base_flare_detector.py:390:tess_band_energy,1,2.0374000000000002e-05,0.000835875
base_flare_detector.py:181:lowpass,2,0.000139667,0.006550958000000001
base_flare_detector.py:464:rotation_period,1,4.2415e-05,1.5708435
parse.py:421:_checknetloc,2,2.08e-07,2.08e-07
<frozen posixpath>:72:join,3,7.914e-06,1.1041000000000002e-05
<frozen posixpath>:376:abspath,1,3.917e-06,0.00023633400000000002
_local.py:257:_parse_path,1,4.374e-06,9.458e-06
_methods.py:150:_var,15307,0.060446937000000006,0.10082668600000001
fromnumeric.py:69:_wrapreduction,4,8.207000000000001e-06,2.8458e-05
_ufunc_config.py:446:__enter__,3,4.000000000000001e-06,7.292000000000001e-06
_methods.py:75:_count_reduce_items,15310,0.00958716,0.010751121
fromnumeric.py:3869:std,15307,0.008400582,0.126156807
_methods.py:220:_std,15307,0.014556176,0.117756225
numeric.py:1420:normalize_axis_tuple,4,8.832000000000001e-06,1.2250000000000001e-05
_stride_tricks_impl.py:340:_broadcast_to,1,1.1418000000000001e-05,1.3792000000000001e-05
_datasource.py:101:_load,6,4.2510000000000005e-06,4.2510000000000005e-06
_utils_impl.py:645:_median_nancheck,1,5.626e-06,1.1959e-05
_datasource.py:340:_findfile,1,4.211e-06,6.625e-05
_datasource.py:413:_sanitize_relative_path,2,6.251000000000001e-06,9.625e-06
_datasource.py:427:exists,1,9.170000000000001e-07,9.708000000000001e-06
