function,ncalls,tottime,cumtime
_methods.py:117:_mean,3,2.4e-05,6.950000000000001e-05
_methods.py:98:_clip,3,2.6791e-05,3.3708e-05
numeric.py:2373:isclose,2,6.9498e-05,0.000123208
numeric.py:1482:moveaxis,2,9.958e-06,2.9792000000000002e-05
function_base.py:26:linspace,2,4.0875000000000004e-05,6.9126e-05
_index_tricks_impl.py:344:__getitem__,1,1.7878e-05,2.6459000000000002e-05
_function_base_impl.py:1391:diff,6,9.15e-05,9.687500000000001e-05
_function_base_impl.py:3857:_ureduce,1,4.0830000000000005e-06,6.2375e-05
_function_base_impl.py:4025:_median,1,8.166000000000001e-06,5.7958e-05
_npyio_impl.py:1131:loadtxt,1,1.0458e-05,0.000840666
_npyio_impl.py:874:_read,1,2.1915000000000003e-05,0.0008295830000000001
parse.py:469:urlsplit,2,1.2371e-05,1.9083e-05
base_flare_detector.py:218:reestimate_errors,1,0.021394631,0.022553167000000002
base_flare_detector.py:325:flaredetect_check,1,8.421000000000001e-06,9.917e-06
base_flare_detector.py:196:detrend_flux,1,0.00017291800000000001,0.009142459
base_flare_detector.py:469:flare_energy,1,7.92e-07,8.750000000000001e-07
base_flare_detector.py:484:flux_diff,1,5.709000000000001e-06,0.002143042
base_flare_detector.py:162:apply_gap_correction,1,7.3539e-05,0.000163833
base_flare_detector.py:263:flaredetect,1,3.1668e-05,0.00098375
_pocketfft.py:58:_raw_fft,7,0.008268081,0.008271751
utils.py:15:extirpolate,3,0.001099874,0.0021615840000000002
utils.py:82:trig_sum,3,0.001775082,0.006124166
core.py:106:__init__,1,4.000000000000001e-06,3.0584000000000004e-05
core.py:142:_validate_inputs,1,4.334e-06,1.7792000000000002e-05
_interpolate.py:282:__init__,1,5.1293000000000005e-05,0.0021403330000000003
main.py:109:lombscargle,1,1.8791e-05,0.006614875
_interpolate.py:559:_check_bounds,1,1.1084000000000001e-05,1.5250000000000001e-05
_util.py:410:_asarray_validated,1,3.9980000000000005e-06,4.5125000000000006e-05
